asset,time,FeeMeanUSD
ltc,2013-09-21 00:00:00+00:00,0.027820147
ltc,2013-09-22 00:00:00+00:00,0.029198548
ltc,2013-09-23 00:00:00+00:00,0.03936936
ltc,2013-09-24 00:00:00+00:00,0.030972764
ltc,2013-09-25 00:00:00+00:00,0.030930074
ltc,2013-09-26 00:00:00+00:00,0.029581293
ltc,2013-09-27 00:00:00+00:00,0.026399632
ltc,2013-09-28 00:00:00+00:00,0.033549762
ltc,2013-09-29 00:00:00+00:00,0.030135132
ltc,2013-09-30 00:00:00+00:00,0.023068278
ltc,2013-10-01 00:00:00+00:00,0.031657292
ltc,2013-10-02 00:00:00+00:00,0.033895251
ltc,2013-10-03 00:00:00+00:00,0.057756264
ltc,2013-10-04 00:00:00+00:00,0.044748612
ltc,2013-10-05 00:00:00+00:00,0.075799845
ltc,2013-10-06 00:00:00+00:00,0.069185864
ltc,2013-10-07 00:00:00+00:00,0.024619288
ltc,2013-10-08 00:00:00+00:00,0.025173158
ltc,2013-10-09 00:00:00+00:00,0.029538773
ltc,2013-10-10 00:00:00+00:00,0.029325784
ltc,2013-10-11 00:00:00+00:00,0.029228949
ltc,2013-10-12 00:00:00+00:00,0.019543291
ltc,2013-10-13 00:00:00+00:00,0.019653298
ltc,2013-10-14 00:00:00+00:00,0.022831276
ltc,2013-10-15 00:00:00+00:00,0.027894956
ltc,2013-10-16 00:00:00+00:00,0.042101802
ltc,2013-10-17 00:00:00+00:00,0.032625654
ltc,2013-10-18 00:00:00+00:00,0.031889815
ltc,2013-10-19 00:00:00+00:00,0.045395695
ltc,2013-10-20 00:00:00+00:00,0.030704144
ltc,2013-10-21 00:00:00+00:00,0.03675708
ltc,2013-10-22 00:00:00+00:00,0.047478699
ltc,2013-10-23 00:00:00+00:00,0.032446584
ltc,2013-10-24 00:00:00+00:00,0.029091128
ltc,2013-10-25 00:00:00+00:00,0.02747098
ltc,2013-10-26 00:00:00+00:00,0.02476131
ltc,2013-10-27 00:00:00+00:00,0.019487466
ltc,2013-10-28 00:00:00+00:00,0.025366626
ltc,2013-10-29 00:00:00+00:00,0.029962318
ltc,2013-10-30 00:00:00+00:00,0.027176122
ltc,2013-10-31 00:00:00+00:00,0.024829246
ltc,2013-11-01 00:00:00+00:00,0.027053455
ltc,2013-11-02 00:00:00+00:00,0.035380373
ltc,2013-11-03 00:00:00+00:00,0.042200153
ltc,2013-11-04 00:00:00+00:00,0.041223785
ltc,2013-11-05 00:00:00+00:00,0.039360797
ltc,2013-11-06 00:00:00+00:00,0.041068229
ltc,2013-11-07 00:00:00+00:00,0.100771537
ltc,2013-11-08 00:00:00+00:00,0.104107576
ltc,2013-11-09 00:00:00+00:00,0.05244978
ltc,2013-11-10 00:00:00+00:00,0.051204618
ltc,2013-11-11 00:00:00+00:00,0.066987388
ltc,2013-11-12 00:00:00+00:00,0.105760038
ltc,2013-11-13 00:00:00+00:00,0.115747402
ltc,2013-11-14 00:00:00+00:00,0.102411028
ltc,2013-11-15 00:00:00+00:00,0.066250854
ltc,2013-11-16 00:00:00+00:00,0.064676007
ltc,2013-11-17 00:00:00+00:00,0.063602008
ltc,2013-11-18 00:00:00+00:00,0.131040748
ltc,2013-11-19 00:00:00+00:00,0.13252501
ltc,2013-11-20 00:00:00+00:00,0.096728675
ltc,2013-11-21 00:00:00+00:00,0.127326036
ltc,2013-11-22 00:00:00+00:00,0.144212152
ltc,2013-11-23 00:00:00+00:00,0.150093185
ltc,2013-11-24 00:00:00+00:00,0.22057802
ltc,2013-11-25 00:00:00+00:00,0.148915564
ltc,2013-11-26 00:00:00+00:00,0.348345464
ltc,2013-11-27 00:00:00+00:00,0.512275771
ltc,2013-11-28 00:00:00+00:00,0.678216275
ltc,2013-11-29 00:00:00+00:00,0.495764372
ltc,2013-11-30 00:00:00+00:00,0.596473016
ltc,2013-12-01 00:00:00+00:00,0.486199397
ltc,2013-12-02 00:00:00+00:00,0.414630605
ltc,2013-12-03 00:00:00+00:00,0.466075418
ltc,2013-12-04 00:00:00+00:00,0.536127608
ltc,2013-12-05 00:00:00+00:00,0.473724017
ltc,2013-12-06 00:00:00+00:00,0.336508343
ltc,2013-12-07 00:00:00+00:00,0.276208037
ltc,2013-12-08 00:00:00+00:00,0.307459023
ltc,2013-12-09 00:00:00+00:00,0.601368726
ltc,2013-12-10 00:00:00+00:00,0.415450323
ltc,2013-12-11 00:00:00+00:00,0.376787068
ltc,2013-12-12 00:00:00+00:00,0.375253647
ltc,2013-12-13 00:00:00+00:00,0.397871742
ltc,2013-12-14 00:00:00+00:00,0.31339079
ltc,2013-12-15 00:00:00+00:00,0.304530884
ltc,2013-12-16 00:00:00+00:00,0.182033339
ltc,2013-12-17 00:00:00+00:00,0.168779533
ltc,2013-12-18 00:00:00+00:00,0.106316842
ltc,2013-12-19 00:00:00+00:00,0.137123818
ltc,2013-12-20 00:00:00+00:00,0.123713364
ltc,2013-12-21 00:00:00+00:00,0.094907246
ltc,2013-12-22 00:00:00+00:00,0.088836351
ltc,2013-12-23 00:00:00+00:00,0.098437239
ltc,2013-12-24 00:00:00+00:00,0.097864149
ltc,2013-12-25 00:00:00+00:00,0.099724179
ltc,2013-12-26 00:00:00+00:00,0.309071637
ltc,2013-12-27 00:00:00+00:00,0.121908301
ltc,2013-12-28 00:00:00+00:00,0.102762404
ltc,2013-12-29 00:00:00+00:00,0.093571057
ltc,2013-12-30 00:00:00+00:00,0.094413581
ltc,2013-12-31 00:00:00+00:00,0.101338057
ltc,2014-01-01 00:00:00+00:00,0.085140123
ltc,2014-01-02 00:00:00+00:00,0.090836944
ltc,2014-01-03 00:00:00+00:00,0.085355773
ltc,2014-01-04 00:00:00+00:00,0.081101424
ltc,2014-01-05 00:00:00+00:00,0.084872815
ltc,2014-01-06 00:00:00+00:00,0.099014914
ltc,2014-01-07 00:00:00+00:00,0.072234892
ltc,2014-01-08 00:00:00+00:00,0.078636038
ltc,2014-01-09 00:00:00+00:00,0.057785077
ltc,2014-01-10 00:00:00+00:00,0.067739455
ltc,2014-01-11 00:00:00+00:00,0.064143312
ltc,2014-01-12 00:00:00+00:00,0.064919781
ltc,2014-01-13 00:00:00+00:00,0.070868941
ltc,2014-01-14 00:00:00+00:00,0.062615296
ltc,2014-01-15 00:00:00+00:00,0.049019819
ltc,2014-01-16 00:00:00+00:00,0.072796265
ltc,2014-01-17 00:00:00+00:00,0.051856694
ltc,2014-01-18 00:00:00+00:00,0.045567308
ltc,2014-01-19 00:00:00+00:00,0.046571032
ltc,2014-01-20 00:00:00+00:00,0.059563809
ltc,2014-01-21 00:00:00+00:00,0.066287195
ltc,2014-01-22 00:00:00+00:00,0.059477043
ltc,2014-01-23 00:00:00+00:00,0.05936111
ltc,2014-01-24 00:00:00+00:00,0.047135869
ltc,2014-01-25 00:00:00+00:00,0.045292597
ltc,2014-01-26 00:00:00+00:00,0.047893589
ltc,2014-01-27 00:00:00+00:00,0.040113821
ltc,2014-01-28 00:00:00+00:00,0.041718011
ltc,2014-01-29 00:00:00+00:00,0.036597582
ltc,2014-01-30 00:00:00+00:00,0.038293589
ltc,2014-01-31 00:00:00+00:00,0.037633566
ltc,2014-02-01 00:00:00+00:00,0.042475657
ltc,2014-02-02 00:00:00+00:00,0.045133091
ltc,2014-02-03 00:00:00+00:00,0.048553139
ltc,2014-02-04 00:00:00+00:00,0.042701984
ltc,2014-02-05 00:00:00+00:00,0.039359267
ltc,2014-02-06 00:00:00+00:00,0.035304835
ltc,2014-02-07 00:00:00+00:00,0.044392347
ltc,2014-02-08 00:00:00+00:00,0.031333526
ltc,2014-02-09 00:00:00+00:00,0.029675474
ltc,2014-02-10 00:00:00+00:00,0.046717253
ltc,2014-02-11 00:00:00+00:00,0.057862782
ltc,2014-02-12 00:00:00+00:00,0.037764949
ltc,2014-02-13 00:00:00+00:00,0.026775941
