Time,Contracts,Funding Interval,Funding Rate
18.11.2020 09:00,BTCUSDT Perpetual,8h,0.06%
18.11.2020 01:00,BTCUSDT Perpetual,8h,0.02%
17.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
17.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
17.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
16.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
16.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
16.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
15.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
15.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
15.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
14.11.2020 17:00,BTCUSDT Perpetual,8h,0.00%
14.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
14.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
13.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
13.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
13.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
12.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
12.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
12.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
11.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
11.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
11.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
10.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
10.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
10.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
09.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
09.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
09.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
08.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
08.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
08.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
07.11.2020 17:00,BTCUSDT Perpetual,8h,0.04%
07.11.2020 09:00,BTCUSDT Perpetual,8h,0.04%
07.11.2020 01:00,BTCUSDT Perpetual,8h,0.02%
06.11.2020 17:00,BTCUSDT Perpetual,8h,0.03%
06.11.2020 09:00,BTCUSDT Perpetual,8h,0.02%
06.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
05.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
05.11.2020 09:00,BTCUSDT Perpetual,8h,0.01%
05.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
04.11.2020 17:00,BTCUSDT Perpetual,8h,-0.02%
04.11.2020 09:00,BTCUSDT Perpetual,8h,0.00%
04.11.2020 01:00,BTCUSDT Perpetual,8h,-0.01%
03.11.2020 17:00,BTCUSDT Perpetual,8h,-0.01%
03.11.2020 09:00,BTCUSDT Perpetual,8h,0.00%
03.11.2020 01:00,BTCUSDT Perpetual,8h,-0.02%
02.11.2020 17:00,BTCUSDT Perpetual,8h,0.01%
02.11.2020 09:00,BTCUSDT Perpetual,8h,0.00%
02.11.2020 01:00,BTCUSDT Perpetual,8h,0.01%
01.11.2020 17:00,BTCUSDT Perpetual,8h,-0.01%
01.11.2020 09:00,BTCUSDT Perpetual,8h,0.00%
01.11.2020 01:00,BTCUSDT Perpetual,8h,-0.01%
31.10.2020 17:00,BTCUSDT Perpetual,8h,0.01%
31.10.2020 09:00,BTCUSDT Perpetual,8h,-0.02%
31.10.2020 01:00,BTCUSDT Perpetual,8h,-0.02%
30.10.2020 17:00,BTCUSDT Perpetual,8h,-0.01%
30.10.2020 09:00,BTCUSDT Perpetual,8h,0.00%
30.10.2020 01:00,BTCUSDT Perpetual,8h,-0.02%
29.10.2020 17:00,BTCUSDT Perpetual,8h,0.00%
29.10.2020 09:00,BTCUSDT Perpetual,8h,-0.01%
29.10.2020 01:00,BTCUSDT Perpetual,8h,-0.03%
28.10.2020 17:00,BTCUSDT Perpetual,8h,0.01%
28.10.2020 09:00,BTCUSDT Perpetual,8h,0.01%
28.10.2020 01:00,BTCUSDT Perpetual,8h,0.00%
27.10.2020 17:00,BTCUSDT Perpetual,8h,0.01%
27.10.2020 09:00,BTCUSDT Perpetual,8h,0.01%
27.10.2020 01:00,BTCUSDT Perpetual,8h,0.01%
26.10.2020 17:00,BTCUSDT Perpetual,8h,0.01%
26.10.2020 09:00,BTCUSDT Perpetual,8h,0.01%
26.10.2020 01:00,BTCUSDT Perpetual,8h,0.01%
25.10.2020 17:00,BTCUSDT Perpetual,8h,0.01%
25.10.2020 09:00,BTCUSDT Perpetual,8h,0.01%
25.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
24.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
24.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
24.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
23.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
23.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
23.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
22.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
22.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
22.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
21.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
21.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
21.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
20.10.2020 18:00,BTCUSDT Perpetual,8h,0.00%
20.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
20.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
19.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
19.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
19.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
18.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
18.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
18.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
17.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
17.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
17.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
16.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
16.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
16.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
15.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
15.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
15.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
14.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
14.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
14.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
13.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
13.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
13.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
12.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
12.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
12.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
11.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
11.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
11.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
10.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
10.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
10.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
09.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
09.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
09.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
08.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
08.10.2020 10:00,BTCUSDT Perpetual,8h,0.00%
08.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
07.10.2020 18:00,BTCUSDT Perpetual,8h,0.00%
07.10.2020 10:00,BTCUSDT Perpetual,8h,0.00%
07.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
06.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
06.10.2020 10:00,BTCUSDT Perpetual,8h,-0.01%
06.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
05.10.2020 18:00,BTCUSDT Perpetual,8h,-0.01%
05.10.2020 10:00,BTCUSDT Perpetual,8h,-0.01%
05.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
04.10.2020 18:00,BTCUSDT Perpetual,8h,0.00%
04.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
04.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
03.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
03.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
03.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
02.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
02.10.2020 10:00,BTCUSDT Perpetual,8h,0.00%
02.10.2020 02:00,BTCUSDT Perpetual,8h,0.00%
01.10.2020 18:00,BTCUSDT Perpetual,8h,0.01%
01.10.2020 10:00,BTCUSDT Perpetual,8h,0.01%
01.10.2020 02:00,BTCUSDT Perpetual,8h,0.01%
30.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
30.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
30.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
29.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
29.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
29.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
28.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
28.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
28.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
27.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
27.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
27.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
26.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
26.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
26.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
25.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
25.09.2020 10:00,BTCUSDT Perpetual,8h,0.00%
25.09.2020 02:00,BTCUSDT Perpetual,8h,-0.02%
24.09.2020 18:00,BTCUSDT Perpetual,8h,0.00%
24.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
24.09.2020 02:00,BTCUSDT Perpetual,8h,0.00%
23.09.2020 18:00,BTCUSDT Perpetual,8h,-0.01%
23.09.2020 10:00,BTCUSDT Perpetual,8h,0.00%
23.09.2020 02:00,BTCUSDT Perpetual,8h,0.00%
22.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
22.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
22.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
21.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
21.09.2020 10:00,BTCUSDT Perpetual,8h,-0.01%
21.09.2020 02:00,BTCUSDT Perpetual,8h,-0.01%
20.09.2020 18:00,BTCUSDT Perpetual,8h,-0.01%
20.09.2020 10:00,BTCUSDT Perpetual,8h,-0.01%
20.09.2020 02:00,BTCUSDT Perpetual,8h,-0.01%
19.09.2020 18:00,BTCUSDT Perpetual,8h,-0.01%
19.09.2020 10:00,BTCUSDT Perpetual,8h,-0.01%
19.09.2020 02:00,BTCUSDT Perpetual,8h,-0.01%
18.09.2020 18:00,BTCUSDT Perpetual,8h,0.00%
18.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
18.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
17.09.2020 18:00,BTCUSDT Perpetual,8h,0.00%
17.09.2020 10:00,BTCUSDT Perpetual,8h,0.00%
17.09.2020 02:00,BTCUSDT Perpetual,8h,0.00%
16.09.2020 18:00,BTCUSDT Perpetual,8h,0.00%
16.09.2020 10:00,BTCUSDT Perpetual,8h,0.00%
16.09.2020 02:00,BTCUSDT Perpetual,8h,-0.01%
15.09.2020 18:00,BTCUSDT Perpetual,8h,-0.01%
15.09.2020 10:00,BTCUSDT Perpetual,8h,0.00%
15.09.2020 02:00,BTCUSDT Perpetual,8h,-0.02%
14.09.2020 18:00,BTCUSDT Perpetual,8h,0.00%
14.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
14.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
13.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
13.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
13.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
12.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
12.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
12.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
11.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
11.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
11.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
10.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
10.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
10.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
09.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
09.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
09.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
08.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
08.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
08.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
07.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
07.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
07.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
06.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
06.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
06.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
05.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
05.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
05.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
04.09.2020 18:00,BTCUSDT Perpetual,8h,0.01%
04.09.2020 10:00,BTCUSDT Perpetual,8h,0.01%
04.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
03.09.2020 18:00,BTCUSDT Perpetual,8h,0.02%
03.09.2020 10:00,BTCUSDT Perpetual,8h,0.02%
03.09.2020 02:00,BTCUSDT Perpetual,8h,0.02%
02.09.2020 18:00,BTCUSDT Perpetual,8h,0.05%
02.09.2020 10:00,BTCUSDT Perpetual,8h,0.04%
02.09.2020 02:00,BTCUSDT Perpetual,8h,0.03%
01.09.2020 18:00,BTCUSDT Perpetual,8h,0.05%
01.09.2020 10:00,BTCUSDT Perpetual,8h,0.02%
01.09.2020 02:00,BTCUSDT Perpetual,8h,0.01%
31.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
31.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
31.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
30.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
30.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
30.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
29.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
29.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
29.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
28.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
28.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
28.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
27.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
27.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
27.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
26.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
26.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
26.08.2020 02:00,BTCUSDT Perpetual,8h,0.02%
25.08.2020 18:00,BTCUSDT Perpetual,8h,0.04%
25.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
25.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
24.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
24.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
24.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
23.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
23.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
23.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
22.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
22.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
22.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
21.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
21.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
21.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
20.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
20.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
20.08.2020 02:00,BTCUSDT Perpetual,8h,0.02%
19.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
19.08.2020 10:00,BTCUSDT Perpetual,8h,0.05%
19.08.2020 02:00,BTCUSDT Perpetual,8h,0.08%
18.08.2020 18:00,BTCUSDT Perpetual,8h,0.10%
18.08.2020 10:00,BTCUSDT Perpetual,8h,0.08%
18.08.2020 02:00,BTCUSDT Perpetual,8h,0.12%
17.08.2020 18:00,BTCUSDT Perpetual,8h,0.09%
17.08.2020 10:00,BTCUSDT Perpetual,8h,0.04%
17.08.2020 02:00,BTCUSDT Perpetual,8h,0.03%
16.08.2020 18:00,BTCUSDT Perpetual,8h,0.03%
16.08.2020 10:00,BTCUSDT Perpetual,8h,0.05%
16.08.2020 02:00,BTCUSDT Perpetual,8h,0.02%
15.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
15.08.2020 10:00,BTCUSDT Perpetual,8h,0.04%
15.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
14.08.2020 18:00,BTCUSDT Perpetual,8h,0.03%
14.08.2020 10:00,BTCUSDT Perpetual,8h,0.04%
14.08.2020 02:00,BTCUSDT Perpetual,8h,0.02%
13.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
13.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
13.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
12.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
12.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
12.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
11.08.2020 18:00,BTCUSDT Perpetual,8h,0.06%
11.08.2020 10:00,BTCUSDT Perpetual,8h,0.02%
11.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
10.08.2020 18:00,BTCUSDT Perpetual,8h,0.03%
10.08.2020 10:00,BTCUSDT Perpetual,8h,0.13%
10.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
09.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
09.08.2020 10:00,BTCUSDT Perpetual,8h,0.02%
09.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
08.08.2020 18:00,BTCUSDT Perpetual,8h,0.01%
08.08.2020 10:00,BTCUSDT Perpetual,8h,0.01%
08.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
07.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
07.08.2020 10:00,BTCUSDT Perpetual,8h,0.02%
07.08.2020 02:00,BTCUSDT Perpetual,8h,0.03%
06.08.2020 18:00,BTCUSDT Perpetual,8h,0.04%
06.08.2020 10:00,BTCUSDT Perpetual,8h,0.04%
06.08.2020 02:00,BTCUSDT Perpetual,8h,0.04%
05.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
05.08.2020 10:00,BTCUSDT Perpetual,8h,0.02%
05.08.2020 02:00,BTCUSDT Perpetual,8h,0.01%
04.08.2020 18:00,BTCUSDT Perpetual,8h,0.04%
04.08.2020 10:00,BTCUSDT Perpetual,8h,0.03%
04.08.2020 02:00,BTCUSDT Perpetual,8h,0.03%
03.08.2020 18:00,BTCUSDT Perpetual,8h,0.04%
03.08.2020 10:00,BTCUSDT Perpetual,8h,0.05%
03.08.2020 02:00,BTCUSDT Perpetual,8h,0.03%
02.08.2020 18:00,BTCUSDT Perpetual,8h,0.02%
02.08.2020 10:00,BTCUSDT Perpetual,8h,0.04%
02.08.2020 02:00,BTCUSDT Perpetual,8h,0.10%
01.08.2020 18:00,BTCUSDT Perpetual,8h,0.05%
01.08.2020 10:00,BTCUSDT Perpetual,8h,0.03%
01.08.2020 02:00,BTCUSDT Perpetual,8h,0.03%
31.07.2020 18:00,BTCUSDT Perpetual,8h,0.04%
31.07.2020 10:00,BTCUSDT Perpetual,8h,0.04%
31.07.2020 02:00,BTCUSDT Perpetual,8h,0.08%
30.07.2020 18:00,BTCUSDT Perpetual,8h,0.07%
30.07.2020 10:00,BTCUSDT Perpetual,8h,0.07%
30.07.2020 02:00,BTCUSDT Perpetual,8h,0.06%
29.07.2020 18:00,BTCUSDT Perpetual,8h,0.06%
29.07.2020 10:00,BTCUSDT Perpetual,8h,0.07%
29.07.2020 02:00,BTCUSDT Perpetual,8h,0.08%
28.07.2020 18:00,BTCUSDT Perpetual,8h,0.10%
28.07.2020 10:00,BTCUSDT Perpetual,8h,0.12%
28.07.2020 02:00,BTCUSDT Perpetual,8h,0.14%
27.07.2020 18:00,BTCUSDT Perpetual,8h,0.05%
27.07.2020 10:00,BTCUSDT Perpetual,8h,0.09%
27.07.2020 02:00,BTCUSDT Perpetual,8h,0.05%
26.07.2020 18:00,BTCUSDT Perpetual,8h,0.07%
26.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
26.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
25.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
25.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
25.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
24.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
24.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
24.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
23.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
23.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
23.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
22.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
22.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
22.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
21.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
21.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
21.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
20.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
20.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
20.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
19.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
19.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
19.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
18.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
18.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
18.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
17.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
17.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
17.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
16.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
16.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
16.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
15.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
15.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
15.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
14.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
14.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
14.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
13.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
13.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
13.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
12.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
12.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
12.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
11.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
11.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
11.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
10.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
10.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
10.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
09.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
09.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
09.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
08.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
08.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
08.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
07.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
07.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
07.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
06.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
06.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
06.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
05.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
05.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
05.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
04.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
04.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
04.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
03.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
03.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
03.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
02.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
02.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
02.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
01.07.2020 18:00,BTCUSDT Perpetual,8h,0.01%
01.07.2020 10:00,BTCUSDT Perpetual,8h,0.01%
01.07.2020 02:00,BTCUSDT Perpetual,8h,0.01%
30.06.2020 18:00,BTCUSDT Perpetual,8h,0.01%
30.06.2020 10:00,BTCUSDT Perpetual,8h,0.01%
30.06.2020 02:00,BTCUSDT Perpetual,8h,0.01%
29.06.2020 18:00,BTCUSDT Perpetual,8h,0.01%
29.06.2020 10:00,BTCUSDT Perpetual,8h,0.01%
29.06.2020 02:00,BTCUSDT Perpetual,8h,0.01%
28.06.2020 18:00,BTCUSDT Perpetual,8h,0.00%
28.06.2020 10:00,BTCUSDT Perpetual,8h,0.01%
28.06.2020 02:00,BTCUSDT Perpetual,8h,0.01%
27.06.2020 18:00,BTCUSDT Perpetual,8h,0.01%
27.06.2020 10:00,BTCUSDT Perpetual,8h,0.01%
27.06.2020 02:00,BTCUSDT Perpetual,8h,0.01%
26.06.2020 18:00,BTCUSDT Perpetual,8h,0.01%
