Time,Contracts,Funding Interval,Funding Rate
24.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
24.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
23.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
23.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
23.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
22.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
22.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
22.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
21.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
21.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
21.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
20.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
20.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
20.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
19.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
19.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
19.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
18.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
18.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
18.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
17.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
17.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
17.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
16.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
16.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
16.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
15.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
15.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
15.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
14.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
14.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
14.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
13.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
13.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
13.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
12.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
12.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
12.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
11.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
11.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
11.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
10.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
10.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
10.05.2020 02:00,LTCUSDT Perpetual,8h,0.04%
09.05.2020 18:00,LTCUSDT Perpetual,8h,0.06%
09.05.2020 10:00,LTCUSDT Perpetual,8h,0.06%
09.05.2020 02:00,LTCUSDT Perpetual,8h,0.09%
08.05.2020 18:00,LTCUSDT Perpetual,8h,0.05%
08.05.2020 10:00,LTCUSDT Perpetual,8h,0.05%
08.05.2020 02:00,LTCUSDT Perpetual,8h,0.07%
07.05.2020 18:00,LTCUSDT Perpetual,8h,0.01%
07.05.2020 10:00,LTCUSDT Perpetual,8h,0.02%
07.05.2020 02:00,LTCUSDT Perpetual,8h,0.01%
06.05.2020 18:00,LTCUSDT Perpetual,8h,0.04%
06.05.2020 10:00,LTCUSDT Perpetual,8h,0.01%
06.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
05.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
05.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
05.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
04.05.2020 18:00,LTCUSDT Perpetual,8h,0.03%
04.05.2020 10:00,LTCUSDT Perpetual,8h,0.02%
04.05.2020 02:00,LTCUSDT Perpetual,8h,0.02%
03.05.2020 18:00,LTCUSDT Perpetual,8h,0.03%
03.05.2020 10:00,LTCUSDT Perpetual,8h,0.03%
03.05.2020 02:00,LTCUSDT Perpetual,8h,0.05%
02.05.2020 18:00,LTCUSDT Perpetual,8h,0.03%
02.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
02.05.2020 02:00,LTCUSDT Perpetual,8h,0.01%
01.05.2020 18:00,LTCUSDT Perpetual,8h,0.02%
01.05.2020 10:00,LTCUSDT Perpetual,8h,0.05%
01.05.2020 02:00,LTCUSDT Perpetual,8h,0.03%
30.04.2020 18:00,LTCUSDT Perpetual,8h,0.02%
30.04.2020 10:00,LTCUSDT Perpetual,8h,0.05%
30.04.2020 02:00,LTCUSDT Perpetual,8h,0.07%
29.04.2020 18:00,LTCUSDT Perpetual,8h,0.04%
29.04.2020 10:00,LTCUSDT Perpetual,8h,0.04%
29.04.2020 02:00,LTCUSDT Perpetual,8h,0.06%
28.04.2020 18:00,LTCUSDT Perpetual,8h,0.04%
28.04.2020 10:00,LTCUSDT Perpetual,8h,0.01%
28.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
27.04.2020 18:00,LTCUSDT Perpetual,8h,0.01%
27.04.2020 10:00,LTCUSDT Perpetual,8h,0.02%
27.04.2020 02:00,LTCUSDT Perpetual,8h,0.02%
26.04.2020 18:00,LTCUSDT Perpetual,8h,0.03%
26.04.2020 10:00,LTCUSDT Perpetual,8h,0.02%
26.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
25.04.2020 18:00,LTCUSDT Perpetual,8h,0.05%
25.04.2020 10:00,LTCUSDT Perpetual,8h,0.07%
25.04.2020 02:00,LTCUSDT Perpetual,8h,0.09%
24.04.2020 18:00,LTCUSDT Perpetual,8h,0.05%
24.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
24.04.2020 02:00,LTCUSDT Perpetual,8h,0.01%
23.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
23.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
23.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
22.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
22.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
22.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
21.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
21.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
21.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
20.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
20.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
20.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
19.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
19.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
19.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
18.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
18.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
18.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
17.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
17.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
17.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
16.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
16.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
16.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
15.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
15.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
15.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
14.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
14.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
14.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
13.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
13.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
13.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
12.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
12.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
12.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
11.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
11.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
11.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
10.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
10.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
10.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
09.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
09.04.2020 10:00,LTCUSDT Perpetual,8h,0.01%
09.04.2020 02:00,LTCUSDT Perpetual,8h,0.04%
08.04.2020 18:00,LTCUSDT Perpetual,8h,0.02%
08.04.2020 10:00,LTCUSDT Perpetual,8h,0.01%
08.04.2020 02:00,LTCUSDT Perpetual,8h,0.01%
07.04.2020 18:00,LTCUSDT Perpetual,8h,0.01%
07.04.2020 10:00,LTCUSDT Perpetual,8h,0.03%
07.04.2020 02:00,LTCUSDT Perpetual,8h,0.03%
06.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
06.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
06.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
05.04.2020 18:00,LTCUSDT Perpetual,8h,0.01%
05.04.2020 10:00,LTCUSDT Perpetual,8h,0.03%
05.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
04.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
04.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
04.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
03.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
03.04.2020 10:00,LTCUSDT Perpetual,8h,0.02%
03.04.2020 02:00,LTCUSDT Perpetual,8h,0.02%
02.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
02.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
02.04.2020 02:00,LTCUSDT Perpetual,8h,0.00%
01.04.2020 18:00,LTCUSDT Perpetual,8h,0.00%
01.04.2020 10:00,LTCUSDT Perpetual,8h,0.00%
01.04.2020 02:00,LTCUSDT Perpetual,8h,0.01%
31.03.2020 18:00,LTCUSDT Perpetual,8h,0.00%
31.03.2020 10:00,LTCUSDT Perpetual,8h,0.00%
31.03.2020 02:00,LTCUSDT Perpetual,8h,0.00%
30.03.2020 18:00,LTCUSDT Perpetual,8h,0.02%
30.03.2020 10:00,LTCUSDT Perpetual,8h,0.00%
30.03.2020 02:00,LTCUSDT Perpetual,8h,0.00%
29.03.2020 18:00,LTCUSDT Perpetual,8h,0.00%
29.03.2020 10:00,LTCUSDT Perpetual,8h,0.00%
29.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
28.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
28.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
28.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
27.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
27.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
27.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
26.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
26.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
26.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
25.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
25.03.2020 09:00,LTCUSDT Perpetual,8h,0.01%
25.03.2020 01:00,LTCUSDT Perpetual,8h,0.02%
24.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
24.03.2020 09:00,LTCUSDT Perpetual,8h,0.02%
24.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
23.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
23.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
23.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
22.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
22.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
22.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
21.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
21.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
21.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
20.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
20.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
20.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
19.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
19.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
19.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
18.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
18.03.2020 09:00,LTCUSDT Perpetual,8h,-0.02%
18.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
17.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
17.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
17.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
16.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
16.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
16.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
15.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
15.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
15.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
14.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
14.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
14.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
13.03.2020 17:00,LTCUSDT Perpetual,8h,-0.20%
13.03.2020 09:00,LTCUSDT Perpetual,8h,-0.12%
13.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
12.03.2020 17:00,LTCUSDT Perpetual,8h,-0.03%
12.03.2020 09:00,LTCUSDT Perpetual,8h,0.04%
12.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
11.03.2020 17:00,LTCUSDT Perpetual,8h,0.02%
11.03.2020 09:00,LTCUSDT Perpetual,8h,0.01%
11.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
10.03.2020 17:00,LTCUSDT Perpetual,8h,0.00%
10.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
10.03.2020 01:00,LTCUSDT Perpetual,8h,0.01%
09.03.2020 17:00,LTCUSDT Perpetual,8h,0.02%
09.03.2020 09:00,LTCUSDT Perpetual,8h,0.00%
09.03.2020 01:00,LTCUSDT Perpetual,8h,0.00%
08.03.2020 17:00,LTCUSDT Perpetual,8h,0.03%
08.03.2020 09:00,LTCUSDT Perpetual,8h,0.03%
08.03.2020 01:00,LTCUSDT Perpetual,8h,0.03%
07.03.2020 17:00,LTCUSDT Perpetual,8h,0.06%
07.03.2020 09:00,LTCUSDT Perpetual,8h,0.05%
07.03.2020 01:00,LTCUSDT Perpetual,8h,0.05%
06.03.2020 17:00,LTCUSDT Perpetual,8h,0.05%
06.03.2020 09:00,LTCUSDT Perpetual,8h,0.05%
06.03.2020 01:00,LTCUSDT Perpetual,8h,0.02%
05.03.2020 17:00,LTCUSDT Perpetual,8h,0.04%
05.03.2020 09:00,LTCUSDT Perpetual,8h,0.04%
05.03.2020 01:00,LTCUSDT Perpetual,8h,0.01%
04.03.2020 17:00,LTCUSDT Perpetual,8h,0.03%
04.03.2020 09:00,LTCUSDT Perpetual,8h,0.03%
04.03.2020 01:00,LTCUSDT Perpetual,8h,0.01%
03.03.2020 17:00,LTCUSDT Perpetual,8h,0.01%
03.03.2020 09:00,LTCUSDT Perpetual,8h,0.02%
03.03.2020 01:00,LTCUSDT Perpetual,8h,0.02%
02.03.2020 17:00,LTCUSDT Perpetual,8h,0.02%
02.03.2020 09:00,LTCUSDT Perpetual,8h,0.03%
02.03.2020 01:00,LTCUSDT Perpetual,8h,0.01%
01.03.2020 17:00,LTCUSDT Perpetual,8h,0.06%
01.03.2020 09:00,LTCUSDT Perpetual,8h,0.01%
01.03.2020 01:00,LTCUSDT Perpetual,8h,0.01%
29.02.2020 17:00,LTCUSDT Perpetual,8h,0.02%
29.02.2020 09:00,LTCUSDT Perpetual,8h,0.02%
29.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
28.02.2020 17:00,LTCUSDT Perpetual,8h,0.00%
28.02.2020 09:00,LTCUSDT Perpetual,8h,0.02%
28.02.2020 01:00,LTCUSDT Perpetual,8h,0.02%
27.02.2020 17:00,LTCUSDT Perpetual,8h,0.00%
27.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
27.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
26.02.2020 17:00,LTCUSDT Perpetual,8h,0.01%
26.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
26.02.2020 01:00,LTCUSDT Perpetual,8h,0.02%
25.02.2020 17:00,LTCUSDT Perpetual,8h,0.05%
25.02.2020 09:00,LTCUSDT Perpetual,8h,0.03%
25.02.2020 01:00,LTCUSDT Perpetual,8h,0.04%
24.02.2020 17:00,LTCUSDT Perpetual,8h,0.05%
24.02.2020 09:00,LTCUSDT Perpetual,8h,0.07%
24.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
23.02.2020 17:00,LTCUSDT Perpetual,8h,0.00%
23.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
23.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
22.02.2020 17:00,LTCUSDT Perpetual,8h,0.00%
22.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
22.02.2020 01:00,LTCUSDT Perpetual,8h,0.02%
21.02.2020 17:00,LTCUSDT Perpetual,8h,0.01%
21.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
21.02.2020 01:00,LTCUSDT Perpetual,8h,0.01%
20.02.2020 17:00,LTCUSDT Perpetual,8h,0.02%
20.02.2020 09:00,LTCUSDT Perpetual,8h,0.01%
20.02.2020 01:00,LTCUSDT Perpetual,8h,0.04%
19.02.2020 17:00,LTCUSDT Perpetual,8h,0.10%
19.02.2020 09:00,LTCUSDT Perpetual,8h,0.11%
19.02.2020 01:00,LTCUSDT Perpetual,8h,0.04%
18.02.2020 17:00,LTCUSDT Perpetual,8h,0.04%
18.02.2020 09:00,LTCUSDT Perpetual,8h,0.08%
18.02.2020 01:00,LTCUSDT Perpetual,8h,0.09%
17.02.2020 17:00,LTCUSDT Perpetual,8h,0.09%
17.02.2020 09:00,LTCUSDT Perpetual,8h,0.04%
17.02.2020 01:00,LTCUSDT Perpetual,8h,0.01%
16.02.2020 17:00,LTCUSDT Perpetual,8h,0.04%
16.02.2020 09:00,LTCUSDT Perpetual,8h,0.06%
16.02.2020 01:00,LTCUSDT Perpetual,8h,0.08%
15.02.2020 17:00,LTCUSDT Perpetual,8h,0.16%
15.02.2020 09:00,LTCUSDT Perpetual,8h,0.12%
15.02.2020 01:00,LTCUSDT Perpetual,8h,0.23%
14.02.2020 17:00,LTCUSDT Perpetual,8h,0.11%
14.02.2020 09:00,LTCUSDT Perpetual,8h,0.14%
14.02.2020 01:00,LTCUSDT Perpetual,8h,0.11%
13.02.2020 17:00,LTCUSDT Perpetual,8h,0.12%
13.02.2020 09:00,LTCUSDT Perpetual,8h,0.21%
13.02.2020 01:00,LTCUSDT Perpetual,8h,0.19%
12.02.2020 17:00,LTCUSDT Perpetual,8h,0.18%
12.02.2020 09:00,LTCUSDT Perpetual,8h,0.38%
12.02.2020 01:00,LTCUSDT Perpetual,8h,0.26%
11.02.2020 17:00,LTCUSDT Perpetual,8h,0.09%
11.02.2020 09:00,LTCUSDT Perpetual,8h,0.07%
11.02.2020 01:00,LTCUSDT Perpetual,8h,0.11%
10.02.2020 17:00,LTCUSDT Perpetual,8h,0.26%
10.02.2020 09:00,LTCUSDT Perpetual,8h,0.12%
10.02.2020 01:00,LTCUSDT Perpetual,8h,0.11%
09.02.2020 17:00,LTCUSDT Perpetual,8h,0.14%
09.02.2020 09:00,LTCUSDT Perpetual,8h,0.09%
09.02.2020 01:00,LTCUSDT Perpetual,8h,0.08%
08.02.2020 17:00,LTCUSDT Perpetual,8h,0.06%
08.02.2020 09:00,LTCUSDT Perpetual,8h,0.04%
08.02.2020 01:00,LTCUSDT Perpetual,8h,0.07%
07.02.2020 17:00,LTCUSDT Perpetual,8h,0.07%
07.02.2020 09:00,LTCUSDT Perpetual,8h,0.04%
07.02.2020 01:00,LTCUSDT Perpetual,8h,0.02%
06.02.2020 17:00,LTCUSDT Perpetual,8h,0.04%
06.02.2020 09:00,LTCUSDT Perpetual,8h,0.08%
06.02.2020 01:00,LTCUSDT Perpetual,8h,0.06%
05.02.2020 17:00,LTCUSDT Perpetual,8h,0.04%
05.02.2020 09:00,LTCUSDT Perpetual,8h,0.06%
05.02.2020 01:00,LTCUSDT Perpetual,8h,0.08%
04.02.2020 17:00,LTCUSDT Perpetual,8h,0.09%
04.02.2020 09:00,LTCUSDT Perpetual,8h,0.06%
04.02.2020 01:00,LTCUSDT Perpetual,8h,0.03%
03.02.2020 17:00,LTCUSDT Perpetual,8h,0.07%
03.02.2020 09:00,LTCUSDT Perpetual,8h,0.03%
03.02.2020 01:00,LTCUSDT Perpetual,8h,0.01%
02.02.2020 17:00,LTCUSDT Perpetual,8h,0.02%
02.02.2020 09:00,LTCUSDT Perpetual,8h,0.03%
02.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
01.02.2020 17:00,LTCUSDT Perpetual,8h,0.00%
01.02.2020 09:00,LTCUSDT Perpetual,8h,0.00%
01.02.2020 01:00,LTCUSDT Perpetual,8h,0.00%
31.01.2020 17:00,LTCUSDT Perpetual,8h,0.04%
31.01.2020 09:00,LTCUSDT Perpetual,8h,0.04%
31.01.2020 01:00,LTCUSDT Perpetual,8h,0.03%
30.01.2020 17:00,LTCUSDT Perpetual,8h,0.02%
30.01.2020 09:00,LTCUSDT Perpetual,8h,0.04%
30.01.2020 01:00,LTCUSDT Perpetual,8h,0.06%
29.01.2020 17:00,LTCUSDT Perpetual,8h,0.02%
29.01.2020 09:00,LTCUSDT Perpetual,8h,0.03%
29.01.2020 01:00,LTCUSDT Perpetual,8h,0.05%
28.01.2020 17:00,LTCUSDT Perpetual,8h,0.00%
28.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
28.01.2020 01:00,LTCUSDT Perpetual,8h,0.00%
27.01.2020 17:00,LTCUSDT Perpetual,8h,0.00%
27.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
27.01.2020 01:00,LTCUSDT Perpetual,8h,0.04%
26.01.2020 17:00,LTCUSDT Perpetual,8h,0.05%
26.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
26.01.2020 01:00,LTCUSDT Perpetual,8h,0.00%
25.01.2020 17:00,LTCUSDT Perpetual,8h,0.00%
25.01.2020 09:00,LTCUSDT Perpetual,8h,0.03%
25.01.2020 01:00,LTCUSDT Perpetual,8h,0.00%
24.01.2020 17:00,LTCUSDT Perpetual,8h,0.02%
24.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
24.01.2020 01:00,LTCUSDT Perpetual,8h,0.05%
23.01.2020 17:00,LTCUSDT Perpetual,8h,0.00%
23.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
23.01.2020 01:00,LTCUSDT Perpetual,8h,0.00%
22.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
22.01.2020 09:00,LTCUSDT Perpetual,8h,0.00%
22.01.2020 01:00,LTCUSDT Perpetual,8h,0.00%
21.01.2020 17:00,LTCUSDT Perpetual,8h,0.00%
21.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
21.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
20.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
20.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
20.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
19.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
19.01.2020 09:00,LTCUSDT Perpetual,8h,0.04%
19.01.2020 01:00,LTCUSDT Perpetual,8h,0.03%
18.01.2020 17:00,LTCUSDT Perpetual,8h,0.09%
18.01.2020 09:00,LTCUSDT Perpetual,8h,0.07%
18.01.2020 01:00,LTCUSDT Perpetual,8h,0.07%
17.01.2020 17:00,LTCUSDT Perpetual,8h,0.06%
17.01.2020 09:00,LTCUSDT Perpetual,8h,0.09%
17.01.2020 01:00,LTCUSDT Perpetual,8h,0.04%
16.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
16.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
16.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
15.01.2020 17:00,LTCUSDT Perpetual,8h,0.02%
15.01.2020 09:00,LTCUSDT Perpetual,8h,0.04%
15.01.2020 01:00,LTCUSDT Perpetual,8h,0.06%
14.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
14.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
14.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
13.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
13.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
13.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
12.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
12.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
12.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
11.01.2020 17:00,LTCUSDT Perpetual,8h,0.03%
11.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
11.01.2020 01:00,LTCUSDT Perpetual,8h,-0.01%
10.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
10.01.2020 09:00,LTCUSDT Perpetual,8h,-0.02%
10.01.2020 01:00,LTCUSDT Perpetual,8h,0.01%
09.01.2020 17:00,LTCUSDT Perpetual,8h,0.01%
09.01.2020 09:00,LTCUSDT Perpetual,8h,0.01%
