Time,Contracts,Funding Interval,Funding Rate
16.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
16.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
16.10.2020 02:00,LTCUSDT Perpetual,8h,0.02%
15.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
15.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
15.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
14.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
14.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
14.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
13.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
13.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
13.10.2020 02:00,LTCUSDT Perpetual,8h,0.03%
12.10.2020 18:00,LTCUSDT Perpetual,8h,0.02%
12.10.2020 10:00,LTCUSDT Perpetual,8h,0.02%
12.10.2020 02:00,LTCUSDT Perpetual,8h,0.02%
11.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
11.10.2020 10:00,LTCUSDT Perpetual,8h,0.03%
11.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
10.10.2020 18:00,LTCUSDT Perpetual,8h,0.02%
10.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
10.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
09.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
09.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
09.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
08.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
08.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
08.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
07.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
07.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
07.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
06.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
06.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
06.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
05.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
05.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
05.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
04.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
04.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
04.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
03.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
03.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
03.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
02.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
02.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
02.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
01.10.2020 18:00,LTCUSDT Perpetual,8h,0.01%
01.10.2020 10:00,LTCUSDT Perpetual,8h,0.01%
01.10.2020 02:00,LTCUSDT Perpetual,8h,0.01%
30.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
30.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
30.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
29.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
29.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
29.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
28.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
28.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
28.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
27.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
27.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
27.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
26.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
26.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
26.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
25.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
25.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
25.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
24.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
24.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
24.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
23.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
23.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
23.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
22.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
22.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
22.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
21.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
21.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
21.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
20.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
20.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
20.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
19.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
19.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
19.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
18.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
18.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
18.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
17.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
17.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
17.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
16.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
16.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
16.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
15.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
15.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
15.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
14.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
14.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
14.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
13.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
13.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
13.09.2020 02:00,LTCUSDT Perpetual,8h,0.02%
12.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
12.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
12.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
11.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
11.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
11.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
10.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
10.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
10.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
09.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
09.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
09.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
08.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
08.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
08.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
07.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
07.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
07.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
06.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
06.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
06.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
05.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
05.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
05.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
04.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
04.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
04.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
03.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
03.09.2020 10:00,LTCUSDT Perpetual,8h,0.01%
03.09.2020 02:00,LTCUSDT Perpetual,8h,0.01%
02.09.2020 18:00,LTCUSDT Perpetual,8h,0.01%
02.09.2020 10:00,LTCUSDT Perpetual,8h,0.10%
02.09.2020 02:00,LTCUSDT Perpetual,8h,0.11%
01.09.2020 18:00,LTCUSDT Perpetual,8h,0.11%
01.09.2020 10:00,LTCUSDT Perpetual,8h,0.09%
01.09.2020 02:00,LTCUSDT Perpetual,8h,0.07%
31.08.2020 18:00,LTCUSDT Perpetual,8h,0.07%
31.08.2020 10:00,LTCUSDT Perpetual,8h,0.07%
31.08.2020 02:00,LTCUSDT Perpetual,8h,0.05%
30.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
30.08.2020 10:00,LTCUSDT Perpetual,8h,0.04%
30.08.2020 02:00,LTCUSDT Perpetual,8h,0.02%
29.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
29.08.2020 10:00,LTCUSDT Perpetual,8h,0.03%
29.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
28.08.2020 18:00,LTCUSDT Perpetual,8h,0.01%
28.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
28.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
27.08.2020 18:00,LTCUSDT Perpetual,8h,0.02%
27.08.2020 10:00,LTCUSDT Perpetual,8h,0.06%
27.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
26.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
26.08.2020 10:00,LTCUSDT Perpetual,8h,0.04%
26.08.2020 02:00,LTCUSDT Perpetual,8h,0.04%
25.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
25.08.2020 10:00,LTCUSDT Perpetual,8h,0.03%
25.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
24.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
24.08.2020 10:00,LTCUSDT Perpetual,8h,0.03%
24.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
23.08.2020 18:00,LTCUSDT Perpetual,8h,0.01%
23.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
23.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
22.08.2020 18:00,LTCUSDT Perpetual,8h,0.01%
22.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
22.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
21.08.2020 18:00,LTCUSDT Perpetual,8h,0.01%
21.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
21.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
20.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
20.08.2020 10:00,LTCUSDT Perpetual,8h,0.03%
20.08.2020 02:00,LTCUSDT Perpetual,8h,0.03%
19.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
19.08.2020 10:00,LTCUSDT Perpetual,8h,0.04%
19.08.2020 02:00,LTCUSDT Perpetual,8h,0.08%
18.08.2020 18:00,LTCUSDT Perpetual,8h,0.09%
18.08.2020 10:00,LTCUSDT Perpetual,8h,0.12%
18.08.2020 02:00,LTCUSDT Perpetual,8h,0.16%
17.08.2020 18:00,LTCUSDT Perpetual,8h,0.19%
17.08.2020 10:00,LTCUSDT Perpetual,8h,0.13%
17.08.2020 02:00,LTCUSDT Perpetual,8h,0.15%
16.08.2020 18:00,LTCUSDT Perpetual,8h,0.09%
16.08.2020 10:00,LTCUSDT Perpetual,8h,0.11%
16.08.2020 02:00,LTCUSDT Perpetual,8h,0.13%
15.08.2020 18:00,LTCUSDT Perpetual,8h,0.09%
15.08.2020 10:00,LTCUSDT Perpetual,8h,0.05%
15.08.2020 02:00,LTCUSDT Perpetual,8h,0.08%
14.08.2020 18:00,LTCUSDT Perpetual,8h,0.08%
14.08.2020 10:00,LTCUSDT Perpetual,8h,0.09%
14.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
13.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
13.08.2020 10:00,LTCUSDT Perpetual,8h,0.04%
13.08.2020 02:00,LTCUSDT Perpetual,8h,0.04%
12.08.2020 18:00,LTCUSDT Perpetual,8h,0.01%
12.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
12.08.2020 02:00,LTCUSDT Perpetual,8h,0.01%
11.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
11.08.2020 10:00,LTCUSDT Perpetual,8h,0.09%
11.08.2020 02:00,LTCUSDT Perpetual,8h,0.09%
10.08.2020 18:00,LTCUSDT Perpetual,8h,0.06%
10.08.2020 10:00,LTCUSDT Perpetual,8h,0.10%
10.08.2020 02:00,LTCUSDT Perpetual,8h,0.03%
09.08.2020 18:00,LTCUSDT Perpetual,8h,0.03%
09.08.2020 10:00,LTCUSDT Perpetual,8h,0.05%
09.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
08.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
08.08.2020 10:00,LTCUSDT Perpetual,8h,0.01%
08.08.2020 02:00,LTCUSDT Perpetual,8h,0.00%
07.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
07.08.2020 10:00,LTCUSDT Perpetual,8h,0.06%
07.08.2020 02:00,LTCUSDT Perpetual,8h,0.07%
06.08.2020 18:00,LTCUSDT Perpetual,8h,0.07%
06.08.2020 10:00,LTCUSDT Perpetual,8h,0.06%
06.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
05.08.2020 18:00,LTCUSDT Perpetual,8h,0.04%
05.08.2020 10:00,LTCUSDT Perpetual,8h,0.05%
05.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
04.08.2020 18:00,LTCUSDT Perpetual,8h,0.06%
04.08.2020 10:00,LTCUSDT Perpetual,8h,0.06%
04.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
03.08.2020 18:00,LTCUSDT Perpetual,8h,0.06%
03.08.2020 10:00,LTCUSDT Perpetual,8h,0.06%
03.08.2020 02:00,LTCUSDT Perpetual,8h,0.04%
02.08.2020 18:00,LTCUSDT Perpetual,8h,0.06%
02.08.2020 10:00,LTCUSDT Perpetual,8h,0.08%
02.08.2020 02:00,LTCUSDT Perpetual,8h,0.16%
01.08.2020 18:00,LTCUSDT Perpetual,8h,0.08%
01.08.2020 10:00,LTCUSDT Perpetual,8h,0.08%
01.08.2020 02:00,LTCUSDT Perpetual,8h,0.06%
31.07.2020 18:00,LTCUSDT Perpetual,8h,0.08%
31.07.2020 10:00,LTCUSDT Perpetual,8h,0.09%
31.07.2020 02:00,LTCUSDT Perpetual,8h,0.12%
30.07.2020 18:00,LTCUSDT Perpetual,8h,0.08%
30.07.2020 10:00,LTCUSDT Perpetual,8h,0.11%
30.07.2020 02:00,LTCUSDT Perpetual,8h,0.10%
29.07.2020 18:00,LTCUSDT Perpetual,8h,0.08%
29.07.2020 10:00,LTCUSDT Perpetual,8h,0.11%
29.07.2020 02:00,LTCUSDT Perpetual,8h,0.11%
28.07.2020 18:00,LTCUSDT Perpetual,8h,0.11%
28.07.2020 10:00,LTCUSDT Perpetual,8h,0.14%
28.07.2020 02:00,LTCUSDT Perpetual,8h,0.11%
27.07.2020 18:00,LTCUSDT Perpetual,8h,0.04%
27.07.2020 10:00,LTCUSDT Perpetual,8h,0.05%
27.07.2020 02:00,LTCUSDT Perpetual,8h,0.09%
26.07.2020 18:00,LTCUSDT Perpetual,8h,0.13%
26.07.2020 10:00,LTCUSDT Perpetual,8h,0.10%
26.07.2020 02:00,LTCUSDT Perpetual,8h,0.08%
25.07.2020 18:00,LTCUSDT Perpetual,8h,0.09%
25.07.2020 10:00,LTCUSDT Perpetual,8h,0.07%
25.07.2020 02:00,LTCUSDT Perpetual,8h,0.04%
24.07.2020 18:00,LTCUSDT Perpetual,8h,0.04%
24.07.2020 10:00,LTCUSDT Perpetual,8h,0.07%
24.07.2020 02:00,LTCUSDT Perpetual,8h,0.04%
23.07.2020 18:00,LTCUSDT Perpetual,8h,0.08%
23.07.2020 10:00,LTCUSDT Perpetual,8h,0.08%
23.07.2020 02:00,LTCUSDT Perpetual,8h,0.04%
22.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
22.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
22.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
21.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
21.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
21.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
20.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
20.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
20.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
19.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
19.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
19.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
18.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
18.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
18.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
17.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
17.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
17.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
16.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
16.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
16.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
15.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
15.07.2020 10:00,LTCUSDT Perpetual,8h,0.01%
15.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
14.07.2020 18:00,LTCUSDT Perpetual,8h,0.01%
14.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
14.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
13.07.2020 18:00,LTCUSDT Perpetual,8h,0.04%
13.07.2020 10:00,LTCUSDT Perpetual,8h,0.03%
13.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
12.07.2020 18:00,LTCUSDT Perpetual,8h,0.01%
12.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
12.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
11.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
11.07.2020 10:00,LTCUSDT Perpetual,8h,0.01%
11.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
10.07.2020 18:00,LTCUSDT Perpetual,8h,0.01%
10.07.2020 10:00,LTCUSDT Perpetual,8h,0.01%
10.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
09.07.2020 18:00,LTCUSDT Perpetual,8h,0.03%
09.07.2020 10:00,LTCUSDT Perpetual,8h,0.02%
09.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
08.07.2020 18:00,LTCUSDT Perpetual,8h,0.01%
08.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
08.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
07.07.2020 18:00,LTCUSDT Perpetual,8h,0.01%
07.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
07.07.2020 02:00,LTCUSDT Perpetual,8h,0.01%
06.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
06.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
06.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
05.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
05.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
05.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
04.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
04.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
04.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
03.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
03.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
03.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
02.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
02.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
02.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
01.07.2020 18:00,LTCUSDT Perpetual,8h,0.00%
01.07.2020 10:00,LTCUSDT Perpetual,8h,0.00%
01.07.2020 02:00,LTCUSDT Perpetual,8h,0.00%
30.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
30.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
30.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
29.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
29.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
29.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
28.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
28.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
28.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
27.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
27.06.2020 10:00,LTCUSDT Perpetual,8h,0.01%
27.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
26.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
26.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
26.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
25.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
25.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
25.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
24.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
24.06.2020 10:00,LTCUSDT Perpetual,8h,0.03%
24.06.2020 02:00,LTCUSDT Perpetual,8h,0.01%
23.06.2020 18:00,LTCUSDT Perpetual,8h,0.01%
23.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
23.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
22.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
22.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
22.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
21.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
21.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
21.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
20.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
20.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
20.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
19.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
19.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
19.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
18.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
18.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
18.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
17.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
17.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
17.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
16.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
16.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
16.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
15.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
15.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
15.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
14.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
14.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
14.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
13.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
13.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
13.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
12.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
12.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
12.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
11.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
11.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
11.06.2020 02:00,LTCUSDT Perpetual,8h,0.02%
10.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
10.06.2020 10:00,LTCUSDT Perpetual,8h,0.01%
10.06.2020 02:00,LTCUSDT Perpetual,8h,0.01%
09.06.2020 18:00,LTCUSDT Perpetual,8h,0.01%
09.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
09.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
08.06.2020 18:00,LTCUSDT Perpetual,8h,0.02%
08.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
08.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
07.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
07.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
07.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
06.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
06.06.2020 10:00,LTCUSDT Perpetual,8h,0.01%
06.06.2020 02:00,LTCUSDT Perpetual,8h,0.01%
05.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
05.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
05.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
04.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
04.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
04.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
03.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
03.06.2020 10:00,LTCUSDT Perpetual,8h,0.00%
03.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
02.06.2020 18:00,LTCUSDT Perpetual,8h,0.04%
02.06.2020 10:00,LTCUSDT Perpetual,8h,0.06%
02.06.2020 02:00,LTCUSDT Perpetual,8h,0.03%
01.06.2020 18:00,LTCUSDT Perpetual,8h,0.00%
01.06.2020 10:00,LTCUSDT Perpetual,8h,0.01%
01.06.2020 02:00,LTCUSDT Perpetual,8h,0.00%
31.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
31.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
31.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
30.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
30.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
30.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
29.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
29.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
29.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
28.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
28.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
28.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
27.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
27.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
27.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
26.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
26.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
26.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
25.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
25.05.2020 10:00,LTCUSDT Perpetual,8h,0.00%
25.05.2020 02:00,LTCUSDT Perpetual,8h,0.00%
24.05.2020 18:00,LTCUSDT Perpetual,8h,0.00%
